date,agent_id,model,input_tokens,output_tokens,cost_usd,requests
2026-05-21,AGT-0013,gemini-1.5-pro,11262,6064,0.1031,11
2026-05-22,AGT-0013,mistral-large,7439,4005,0.0389,7
2026-05-23,AGT-0013,gemini-1.5-pro,4536,2442,0.0415,4
2026-05-24,AGT-0013,mistral-large,3958,2131,0.0207,4
2026-05-25,AGT-0013,gemini-1.5-pro,5403,2909,0.0495,5
2026-05-26,AGT-0013,mistral-large,6255,3368,0.0327,6
2026-05-27,AGT-0013,mistral-large,11513,6199,0.0602,11
2026-05-28,AGT-0013,gemini-1.5-pro,10125,5452,0.0927,10
2026-05-29,AGT-0013,llama-3.1-8b,11208,6035,0.0035,11
2026-05-30,AGT-0013,gemini-1.5-pro,3380,1820,0.0309,3
2025-12-02,AGT-0014,llama-3.1-8b,8924,4805,0.0028,9
2025-12-03,AGT-0014,gemini-1.5-pro,7623,4104,0.0698,7
2025-12-04,AGT-0014,mistral-large,10665,5742,0.0558,10
2025-12-05,AGT-0014,mistral-large,5955,3206,0.0311,6
2025-12-06,AGT-0014,mistral-large,4225,2275,0.0221,4
2025-12-07,AGT-0014,llama-3.1-8b,3807,2050,0.0012,3
2025-12-08,AGT-0014,llama-3.1-8b,8995,4843,0.0028,9
2025-12-09,AGT-0014,gemini-1.5-pro,9964,5365,0.0912,10
2025-12-10,AGT-0014,mistral-large,5220,2811,0.0273,5
2025-12-11,AGT-0014,gemini-1.5-pro,7047,3795,0.0645,7
2025-12-12,AGT-0014,gemini-1.5-pro,5813,3130,0.0532,5
2025-12-13,AGT-0014,gemini-1.5-pro,3524,1898,0.0323,3
2025-12-14,AGT-0014,mistral-large,4203,2263,0.022,4
2025-12-15,AGT-0014,mistral-large,6932,3732,0.0363,7
2025-12-16,AGT-0014,mistral-large,5383,2898,0.0282,5
2025-12-17,AGT-0014,gemini-1.5-pro,6008,3235,0.055,6
2025-12-18,AGT-0014,gemini-1.5-pro,6393,3442,0.0585,6
2025-12-19,AGT-0014,llama-3.1-8b,11211,6037,0.0035,11
2025-12-20,AGT-0014,llama-3.1-8b,3861,2079,0.0012,3
2025-12-21,AGT-0014,llama-3.1-8b,4454,2398,0.0014,4
2025-12-22,AGT-0014,gemini-1.5-pro,10694,5758,0.0979,10
2025-12-23,AGT-0014,gemini-1.5-pro,7599,4092,0.0696,7
2025-12-24,AGT-0014,llama-3.1-8b,11064,5957,0.0035,11
2025-12-25,AGT-0014,gemini-1.5-pro,11588,6239,0.1061,11
2025-12-26,AGT-0014,mistral-large,7603,4093,0.0398,7
2025-12-27,AGT-0014,mistral-large,3801,2047,0.0199,3
2025-12-28,AGT-0014,mistral-large,4014,2161,0.021,4
2025-12-29,AGT-0014,gemini-1.5-pro,5470,2945,0.0501,5
2025-12-30,AGT-0014,gemini-1.5-pro,6875,3702,0.0629,7
2025-12-31,AGT-0014,gemini-1.5-pro,11135,5996,0.1019,11
2026-01-01,AGT-0014,mistral-large,10691,5756,0.0559,10
2026-01-02,AGT-0014,mistral-large,5639,3036,0.0295,5
2026-01-03,AGT-0014,gemini-1.5-pro,3999,2153,0.0366,4
2026-01-04,AGT-0014,llama-3.1-8b,4302,2316,0.0014,4
2026-01-05,AGT-0014,gemini-1.5-pro,10648,5733,0.0975,10
2026-01-06,AGT-0014,gemini-1.5-pro,7015,3777,0.0642,7
2026-01-07,AGT-0014,llama-3.1-8b,6081,3274,0.0019,6
2026-01-08,AGT-0014,mistral-large,7933,4271,0.0415,8
2026-01-09,AGT-0014,llama-3.1-8b,6929,3731,0.0022,7
2026-01-10,AGT-0014,gemini-1.5-pro,2555,1375,0.0234,2
2026-01-11,AGT-0014,gemini-1.5-pro,2517,1355,0.023,2
2026-01-12,AGT-0014,gemini-1.5-pro,5052,2720,0.0462,5
2026-01-13,AGT-0014,llama-3.1-8b,10690,5756,0.0034,10
2026-01-14,AGT-0014,llama-3.1-8b,9506,5119,0.003,9
2026-01-15,AGT-0014,mistral-large,7498,4037,0.0392,7
2026-01-16,AGT-0014,llama-3.1-8b,9514,5123,0.003,9
2026-01-17,AGT-0014,llama-3.1-8b,4462,2402,0.0014,4
2026-01-18,AGT-0014,mistral-large,2943,1584,0.0154,3
2026-01-19,AGT-0014,llama-3.1-8b,6187,3331,0.002,6
2026-01-20,AGT-0014,gemini-1.5-pro,5773,3108,0.0528,5
2026-01-21,AGT-0014,gemini-1.5-pro,9319,5017,0.0853,9
2026-01-22,AGT-0014,llama-3.1-8b,7879,4242,0.0025,8
2026-01-23,AGT-0014,mistral-large,9165,4935,0.0479,9
2026-01-24,AGT-0014,llama-3.1-8b,2649,1426,0.0008,2
2026-01-25,AGT-0014,mistral-large,2638,1420,0.0138,2
2026-01-26,AGT-0014,gemini-1.5-pro,7006,3772,0.0641,7
2026-01-27,AGT-0014,gemini-1.5-pro,11345,6109,0.1039,11
2026-01-28,AGT-0014,gemini-1.5-pro,9952,5358,0.0911,10
2026-01-29,AGT-0014,gemini-1.5-pro,11589,6240,0.1061,11
2026-01-30,AGT-0014,mistral-large,9375,5048,0.049,9
2026-01-31,AGT-0014,gemini-1.5-pro,4299,2315,0.0394,4
2026-02-01,AGT-0014,gemini-1.5-pro,3014,1622,0.0276,3
2026-02-02,AGT-0014,mistral-large,9339,5029,0.0489,9
2026-02-03,AGT-0014,llama-3.1-8b,5069,2729,0.0016,5
2026-02-04,AGT-0014,mistral-large,5542,2984,0.029,5
2026-02-05,AGT-0014,gemini-1.5-pro,9261,4986,0.0848,9
2026-02-06,AGT-0014,gemini-1.5-pro,6489,3494,0.0594,6
2026-02-07,AGT-0014,gemini-1.5-pro,3522,1896,0.0322,3
2026-02-08,AGT-0014,gemini-1.5-pro,3273,1762,0.03,3
2026-02-09,AGT-0014,gemini-1.5-pro,9953,5359,0.0911,10
2026-02-10,AGT-0014,mistral-large,6197,3337,0.0324,6
2026-02-11,AGT-0014,gemini-1.5-pro,11647,6271,0.1066,11
2026-02-12,AGT-0014,gemini-1.5-pro,7878,4242,0.0721,8
2026-02-13,AGT-0014,mistral-large,5825,3136,0.0305,5
2026-02-14,AGT-0014,gemini-1.5-pro,2165,1166,0.0198,2
2026-02-15,AGT-0014,gemini-1.5-pro,2489,1340,0.0228,2
2026-02-16,AGT-0014,gemini-1.5-pro,5123,2758,0.0469,5
2026-02-17,AGT-0014,gemini-1.5-pro,10433,5617,0.0955,10
2026-02-18,AGT-0014,gemini-1.5-pro,8243,4439,0.0755,8
2026-02-19,AGT-0014,gemini-1.5-pro,10564,5688,0.0967,10
2026-02-20,AGT-0014,gemini-1.5-pro,9742,5246,0.0892,9
2026-02-21,AGT-0014,llama-3.1-8b,2327,1253,0.0007,2
2026-02-22,AGT-0014,llama-3.1-8b,4567,2459,0.0014,4
2026-02-23,AGT-0014,gemini-1.5-pro,6194,3335,0.0567,6
2026-02-24,AGT-0014,llama-3.1-8b,9619,5179,0.003,9
2026-02-25,AGT-0014,mistral-large,8684,4676,0.0454,8
2026-02-26,AGT-0014,llama-3.1-8b,5810,3128,0.0018,5
2026-02-27,AGT-0014,gemini-1.5-pro,8819,4749,0.0807,9
2026-02-28,AGT-0014,gemini-1.5-pro,2426,1306,0.0222,2
2026-03-01,AGT-0014,llama-3.1-8b,2680,1443,0.0008,2
2026-03-02,AGT-0014,llama-3.1-8b,5555,2991,0.0018,5
2026-03-03,AGT-0014,mistral-large,8360,4502,0.0437,8
2026-03-04,AGT-0014,llama-3.1-8b,11423,6151,0.0036,11
2026-03-05,AGT-0014,gemini-1.5-pro,7807,4204,0.0715,8
2026-03-06,AGT-0014,mistral-large,4992,2688,0.0261,5
2026-03-07,AGT-0014,gemini-1.5-pro,2119,1141,0.0194,2
2026-03-08,AGT-0014,mistral-large,4405,2372,0.023,4
2026-03-09,AGT-0014,mistral-large,9379,5050,0.0491,9
2026-03-10,AGT-0014,mistral-large,5922,3189,0.031,6
2026-03-11,AGT-0014,gemini-1.5-pro,9618,5179,0.088,9
2026-03-12,AGT-0014,mistral-large,11054,5952,0.0578,11
2026-03-13,AGT-0014,gemini-1.5-pro,9026,4860,0.0826,9
2026-03-14,AGT-0014,llama-3.1-8b,2555,1376,0.0008,2
2026-03-15,AGT-0014,llama-3.1-8b,3760,2025,0.0012,3
2026-03-16,AGT-0014,llama-3.1-8b,6570,3537,0.0021,6
2026-03-17,AGT-0014,llama-3.1-8b,5934,3195,0.0019,6
2026-03-18,AGT-0014,gemini-1.5-pro,11364,6119,0.104,11
2026-03-19,AGT-0014,gemini-1.5-pro,8666,4666,0.0793,8
2026-03-20,AGT-0014,llama-3.1-8b,7381,3974,0.0023,7
2026-03-21,AGT-0014,mistral-large,3937,2120,0.0206,4
2026-03-22,AGT-0014,mistral-large,2194,1181,0.0115,2
2026-03-23,AGT-0014,gemini-1.5-pro,6727,3622,0.0616,6
2026-03-24,AGT-0014,mistral-large,11006,5926,0.0576,11
2026-03-25,AGT-0014,mistral-large,8027,4322,0.042,8
2026-03-26,AGT-0014,gemini-1.5-pro,9494,5112,0.0869,9
2026-03-27,AGT-0014,llama-3.1-8b,5945,3201,0.0019,6
2026-03-28,AGT-0014,gemini-1.5-pro,2184,1176,0.02,2
2026-03-29,AGT-0014,gemini-1.5-pro,2714,1461,0.0248,2
2026-03-30,AGT-0014,llama-3.1-8b,9629,5185,0.003,9
2026-03-31,AGT-0014,gemini-1.5-pro,9747,5248,0.0892,9
2026-04-01,AGT-0014,gemini-1.5-pro,9367,5043,0.0857,9
2026-04-02,AGT-0014,mistral-large,9018,4856,0.0472,9
2026-04-03,AGT-0014,mistral-large,10460,5632,0.0547,10
2026-04-04,AGT-0014,mistral-large,4639,2497,0.0243,4
2026-04-05,AGT-0014,gemini-1.5-pro,3005,1618,0.0275,3
2026-04-06,AGT-0014,mistral-large,6639,3575,0.0347,6
2026-04-07,AGT-0014,llama-3.1-8b,5821,3134,0.0018,5
2026-04-08,AGT-0014,mistral-large,9544,5139,0.0499,9
2026-04-09,AGT-0014,gemini-1.5-pro,5431,2924,0.0497,5
2026-04-10,AGT-0014,mistral-large,5584,3006,0.0292,5
2026-04-11,AGT-0014,llama-3.1-8b,4068,2190,0.0013,4
2026-04-12,AGT-0014,llama-3.1-8b,4310,2320,0.0014,4
2026-04-13,AGT-0014,llama-3.1-8b,6813,3668,0.0021,6
2026-04-14,AGT-0014,llama-3.1-8b,7502,4039,0.0024,7
2026-04-15,AGT-0014,llama-3.1-8b,7512,4045,0.0024,7
2026-04-16,AGT-0014,llama-3.1-8b,10201,5493,0.0032,10
2026-04-17,AGT-0014,gemini-1.5-pro,6161,3317,0.0564,6
2026-04-18,AGT-0014,gemini-1.5-pro,4327,2330,0.0396,4
2026-04-19,AGT-0014,mistral-large,4183,2252,0.0219,4
2026-04-20,AGT-0014,mistral-large,5627,3030,0.0294,5
2026-04-21,AGT-0014,mistral-large,9654,5198,0.0505,9
2026-04-22,AGT-0014,gemini-1.5-pro,8663,4664,0.0793,8
2026-04-23,AGT-0014,llama-3.1-8b,5651,3043,0.0018,5
2026-04-24,AGT-0014,mistral-large,6128,3299,0.032,6
2026-04-25,AGT-0014,gemini-1.5-pro,2477,1334,0.0227,2
2026-04-26,AGT-0014,gemini-1.5-pro,3801,2046,0.0348,3
2026-04-27,AGT-0014,mistral-large,8663,4665,0.0453,8
2026-04-28,AGT-0014,llama-3.1-8b,8165,4397,0.0026,8
2026-04-29,AGT-0014,gemini-1.5-pro,6716,3616,0.0615,6
2026-04-30,AGT-0014,llama-3.1-8b,8410,4528,0.0027,8
2026-05-01,AGT-0014,llama-3.1-8b,9368,5044,0.003,9
2026-05-02,AGT-0014,gemini-1.5-pro,3005,1618,0.0275,3
2026-05-03,AGT-0014,gemini-1.5-pro,2708,1458,0.0248,2
2026-05-04,AGT-0014,mistral-large,9246,4978,0.0484,9
2026-05-05,AGT-0014,llama-3.1-8b,9701,5223,0.0031,9
2026-05-06,AGT-0014,mistral-large,9506,5118,0.0497,9
2026-05-07,AGT-0014,llama-3.1-8b,9696,5221,0.0031,9
2026-05-08,AGT-0014,mistral-large,7913,4261,0.0414,8
2026-05-09,AGT-0014,gemini-1.5-pro,4122,2219,0.0377,4
2026-05-10,AGT-0014,mistral-large,2760,1486,0.0144,2
2026-05-11,AGT-0014,gemini-1.5-pro,8457,4553,0.0774,8
2026-05-12,AGT-0014,llama-3.1-8b,10858,5846,0.0034,11
2026-05-13,AGT-0014,llama-3.1-8b,7023,3781,0.0022,7
2026-05-14,AGT-0014,mistral-large,11298,6083,0.0591,11
2026-05-15,AGT-0014,llama-3.1-8b,10120,5449,0.0032,10
2026-05-16,AGT-0014,llama-3.1-8b,3686,1985,0.0012,3
2026-05-17,AGT-0014,llama-3.1-8b,3940,2121,0.0012,4
2026-05-18,AGT-0014,llama-3.1-8b,6090,3279,0.0019,6
2026-05-19,AGT-0014,mistral-large,5554,2991,0.0291,5
2026-05-20,AGT-0014,mistral-large,8680,4674,0.0454,8
2026-05-21,AGT-0014,llama-3.1-8b,10372,5585,0.0033,10
2026-05-22,AGT-0014,mistral-large,11396,6136,0.0596,11
2026-05-23,AGT-0014,gemini-1.5-pro,3799,2045,0.0348,3
2026-05-24,AGT-0014,mistral-large,2360,1270,0.0123,2
2026-05-25,AGT-0014,gemini-1.5-pro,8419,4533,0.0771,8
2026-05-26,AGT-0014,gemini-1.5-pro,10903,5870,0.0998,11
2026-05-27,AGT-0014,llama-3.1-8b,5821,3134,0.0018,5
2026-05-28,AGT-0014,gemini-1.5-pro,9094,4896,0.0832,9
2026-05-29,AGT-0014,mistral-large,5040,2714,0.0264,5
2026-05-30,AGT-0014,gemini-1.5-pro,3867,2082,0.0354,3
2025-12-02,AGT-0015,o3-mini,7288,3924,0.0253,7
2025-12-03,AGT-0015,o3-mini,9392,5057,0.0326,9
2025-12-04,AGT-0015,gpt-4o,9545,5139,0.0753,9
2025-12-05,AGT-0015,gpt-4o,9034,4864,0.0712,9
2025-12-06,AGT-0015,o3-mini,3792,2042,0.0132,3
2025-12-07,AGT-0015,gpt-4o,4403,2370,0.0347,4
2025-12-08,AGT-0015,gpt-4o,5492,2957,0.0433,5
2025-12-09,AGT-0015,gpt-4o,8411,4529,0.0663,8
2025-12-10,AGT-0015,gpt-4o-mini,7805,4203,0.0037,8
2025-12-11,AGT-0015,gpt-4o,6126,3299,0.0483,6
2025-12-12,AGT-0015,o3-mini,7241,3899,0.0251,7
2025-12-13,AGT-0015,o3-mini,2661,1433,0.0092,2
2025-12-14,AGT-0015,gpt-4o,4261,2294,0.0336,4
2025-12-15,AGT-0015,gpt-4o-mini,6922,3727,0.0033,7
2025-12-16,AGT-0015,gpt-4o,6945,3740,0.0548,7
2025-12-17,AGT-0015,o3-mini,5006,2696,0.0174,5
2025-12-18,AGT-0015,gpt-4o,8778,4726,0.0692,9
2025-12-19,AGT-0015,o3-mini,11135,5996,0.0386,11
2025-12-20,AGT-0015,gpt-4o,3369,1814,0.0266,3
2025-12-21,AGT-0015,o3-mini,4487,2416,0.0156,4
2025-12-22,AGT-0015,gpt-4o,10638,5728,0.0839,10
2025-12-23,AGT-0015,o3-mini,7359,3962,0.0255,7
2025-12-24,AGT-0015,gpt-4o-mini,8056,4337,0.0038,8
2025-12-25,AGT-0015,gpt-4o,7347,3956,0.0579,7
2025-12-26,AGT-0015,o3-mini,7319,3941,0.0254,7
2025-12-27,AGT-0015,gpt-4o-mini,2492,1342,0.0012,2
2025-12-28,AGT-0015,gpt-4o-mini,2020,1087,0.001,2
2025-12-29,AGT-0015,gpt-4o,8267,4451,0.0652,8
2025-12-30,AGT-0015,gpt-4o,8513,4584,0.0671,8
2025-12-31,AGT-0015,gpt-4o-mini,7725,4160,0.0037,7
2026-01-01,AGT-0015,o3-mini,5037,2712,0.0175,5
2026-01-02,AGT-0015,gpt-4o-mini,6656,3584,0.0031,6
2026-01-03,AGT-0015,gpt-4o-mini,3049,1641,0.0014,3
2026-01-04,AGT-0015,gpt-4o,2967,1597,0.0234,3
2026-01-05,AGT-0015,gpt-4o-mini,8562,4610,0.0041,8
2026-01-06,AGT-0015,gpt-4o-mini,5715,3077,0.0027,5
2026-01-07,AGT-0015,gpt-4o-mini,9360,5040,0.0044,9
2026-01-08,AGT-0015,gpt-4o-mini,6069,3268,0.0029,6
2026-01-09,AGT-0015,gpt-4o,9964,5365,0.0786,10
2026-01-10,AGT-0015,o3-mini,2953,1590,0.0102,3
2026-01-11,AGT-0015,gpt-4o,2525,1359,0.0199,2
2026-01-12,AGT-0015,gpt-4o,6888,3709,0.0543,7
2026-01-13,AGT-0015,o3-mini,7618,4102,0.0264,7
2026-01-14,AGT-0015,gpt-4o,7196,3875,0.0567,7
2026-01-15,AGT-0015,gpt-4o,6059,3262,0.0478,6
2026-01-16,AGT-0015,o3-mini,11304,6086,0.0392,11
2026-01-17,AGT-0015,gpt-4o,4613,2484,0.0364,4
2026-01-18,AGT-0015,o3-mini,3117,1678,0.0108,3
2026-01-19,AGT-0015,o3-mini,8290,4464,0.0288,8
2026-01-20,AGT-0015,gpt-4o-mini,9746,5248,0.0046,9
2026-01-21,AGT-0015,gpt-4o-mini,9991,5379,0.0047,10
2026-01-22,AGT-0015,o3-mini,8332,4486,0.0289,8
2026-01-23,AGT-0015,gpt-4o-mini,10603,5709,0.005,10
2026-01-24,AGT-0015,gpt-4o,2346,1263,0.0185,2
2026-01-25,AGT-0015,gpt-4o,4107,2211,0.0324,4
2026-01-26,AGT-0015,o3-mini,6027,3245,0.0209,6
2026-01-27,AGT-0015,o3-mini,5082,2736,0.0176,5
2026-01-28,AGT-0015,o3-mini,6566,3535,0.0228,6
2026-01-29,AGT-0015,gpt-4o-mini,10515,5662,0.005,10
2026-01-30,AGT-0015,o3-mini,11491,6187,0.0399,11
2026-01-31,AGT-0015,gpt-4o-mini,2018,1086,0.001,2
2026-02-01,AGT-0015,gpt-4o-mini,2767,1490,0.0013,2
2026-02-02,AGT-0015,gpt-4o-mini,5541,2984,0.0026,5
2026-02-03,AGT-0015,gpt-4o,6641,3575,0.0524,6
2026-02-04,AGT-0015,gpt-4o,9845,5301,0.0776,10
2026-02-05,AGT-0015,gpt-4o,6652,3582,0.0525,6
2026-02-06,AGT-0015,o3-mini,10743,5785,0.0373,11
2026-02-07,AGT-0015,gpt-4o-mini,2655,1429,0.0013,2
2026-02-08,AGT-0015,o3-mini,2525,1359,0.0088,2
2026-02-09,AGT-0015,gpt-4o,10201,5493,0.0804,10
2026-02-10,AGT-0015,o3-mini,9658,5200,0.0335,9
2026-02-11,AGT-0015,gpt-4o,9059,4878,0.0714,9
2026-02-12,AGT-0015,o3-mini,11598,6245,0.0402,11
2026-02-13,AGT-0015,gpt-4o,9178,4942,0.0724,9
2026-02-14,AGT-0015,gpt-4o,2607,1404,0.0206,2
2026-02-15,AGT-0015,gpt-4o-mini,3065,1650,0.0014,3
2026-02-16,AGT-0015,gpt-4o,11584,6237,0.0913,11
2026-02-17,AGT-0015,o3-mini,7829,4215,0.0272,8
2026-02-18,AGT-0015,gpt-4o,6320,3403,0.0498,6
2026-02-19,AGT-0015,o3-mini,7523,4051,0.0261,7
2026-02-20,AGT-0015,o3-mini,7031,3786,0.0244,7
2026-02-21,AGT-0015,gpt-4o,4606,2480,0.0363,4
2026-02-22,AGT-0015,gpt-4o-mini,2891,1557,0.0014,2
2026-02-23,AGT-0015,gpt-4o-mini,5400,2907,0.0026,5
2026-02-24,AGT-0015,gpt-4o-mini,9277,4995,0.0044,9
2026-02-25,AGT-0015,gpt-4o-mini,5724,3082,0.0027,5
2026-02-26,AGT-0015,gpt-4o-mini,6859,3693,0.0032,7
2026-02-27,AGT-0015,gpt-4o,9728,5238,0.0767,9
2026-02-28,AGT-0015,gpt-4o,2848,1533,0.0224,2
2026-03-01,AGT-0015,gpt-4o,2480,1335,0.0196,2
2026-03-02,AGT-0015,o3-mini,5338,2874,0.0185,5
2026-03-03,AGT-0015,gpt-4o-mini,7132,3840,0.0034,7
2026-03-04,AGT-0015,o3-mini,8134,4379,0.0282,8
2026-03-05,AGT-0015,gpt-4o,5662,3049,0.0446,5
2026-03-06,AGT-0015,gpt-4o-mini,6671,3592,0.0032,6
2026-03-07,AGT-0015,gpt-4o-mini,2964,1596,0.0014,3
2026-03-08,AGT-0015,o3-mini,2293,1235,0.008,2
2026-03-09,AGT-0015,o3-mini,5082,2736,0.0176,5
2026-03-10,AGT-0015,gpt-4o,10120,5449,0.0798,10
2026-03-11,AGT-0015,o3-mini,7196,3875,0.025,7
2026-03-12,AGT-0015,o3-mini,10383,5591,0.036,10
2026-03-13,AGT-0015,o3-mini,10175,5479,0.0353,10
2026-03-14,AGT-0015,gpt-4o,3606,1942,0.0284,3
2026-03-15,AGT-0015,gpt-4o,3728,2007,0.0294,3
2026-03-16,AGT-0015,gpt-4o,8881,4782,0.07,9
2026-03-17,AGT-0015,gpt-4o,10897,5867,0.0859,11
2026-03-18,AGT-0015,o3-mini,9182,4944,0.0319,9
2026-03-19,AGT-0015,o3-mini,5793,3119,0.0201,5
2026-03-20,AGT-0015,o3-mini,11437,6158,0.0397,11
2026-03-21,AGT-0015,gpt-4o,4173,2247,0.0329,4
2026-03-22,AGT-0015,gpt-4o,3872,2085,0.0305,3
2026-03-23,AGT-0015,o3-mini,5490,2956,0.019,5
2026-03-24,AGT-0015,gpt-4o-mini,9112,4906,0.0043,9
2026-03-25,AGT-0015,gpt-4o,9819,5287,0.0774,10
2026-03-26,AGT-0015,gpt-4o,8543,4600,0.0674,8
2026-03-27,AGT-0015,gpt-4o,5283,2845,0.0417,5
2026-03-28,AGT-0015,o3-mini,3110,1674,0.0108,3
2026-03-29,AGT-0015,o3-mini,2669,1437,0.0093,2
2026-03-30,AGT-0015,gpt-4o-mini,11482,6182,0.0054,11
2026-03-31,AGT-0015,o3-mini,7977,4295,0.0277,8
2026-04-01,AGT-0015,gpt-4o-mini,5773,3108,0.0027,5
2026-04-02,AGT-0015,gpt-4o-mini,5442,2930,0.0026,5
2026-04-03,AGT-0015,o3-mini,8478,4565,0.0294,8
2026-04-04,AGT-0015,gpt-4o,4102,2209,0.0323,4
2026-04-05,AGT-0015,o3-mini,3591,1934,0.0125,3
2026-04-06,AGT-0015,gpt-4o-mini,11431,6155,0.0054,11
2026-04-07,AGT-0015,o3-mini,5294,2850,0.0184,5
2026-04-08,AGT-0015,o3-mini,5396,2905,0.0187,5
2026-04-09,AGT-0015,gpt-4o-mini,6257,3369,0.003,6
2026-04-10,AGT-0015,o3-mini,8286,4462,0.0287,8
2026-04-11,AGT-0015,gpt-4o,4313,2322,0.034,4
2026-04-12,AGT-0015,o3-mini,2437,1312,0.0085,2
2026-04-13,AGT-0015,gpt-4o-mini,7548,4064,0.0036,7
2026-04-14,AGT-0015,gpt-4o-mini,7660,4124,0.0036,7
2026-04-15,AGT-0015,gpt-4o,6369,3429,0.0502,6
2026-04-16,AGT-0015,gpt-4o,6056,3261,0.0478,6
2026-04-17,AGT-0015,gpt-4o,8933,4810,0.0704,9
2026-04-18,AGT-0015,o3-mini,4337,2335,0.015,4
2026-04-19,AGT-0015,o3-mini,3209,1728,0.0111,3
2026-04-20,AGT-0015,gpt-4o-mini,9788,5270,0.0046,10
2026-04-21,AGT-0015,gpt-4o,7011,3775,0.0553,7
2026-04-22,AGT-0015,gpt-4o-mini,6964,3750,0.0033,7
2026-04-23,AGT-0015,gpt-4o,8667,4666,0.0683,8
2026-04-24,AGT-0015,o3-mini,6482,3490,0.0225,6
2026-04-25,AGT-0015,gpt-4o,2631,1416,0.0207,2
2026-04-26,AGT-0015,gpt-4o-mini,3699,1992,0.0018,3
2026-04-27,AGT-0015,gpt-4o-mini,11163,6011,0.0053,11
2026-04-28,AGT-0015,gpt-4o,10805,5818,0.0852,11
2026-04-29,AGT-0015,gpt-4o,9267,4990,0.0731,9
2026-04-30,AGT-0015,gpt-4o,11578,6234,0.0913,11
2026-05-01,AGT-0015,gpt-4o,8550,4603,0.0674,8
2026-05-02,AGT-0015,o3-mini,3723,2005,0.0129,3
2026-05-03,AGT-0015,gpt-4o-mini,3607,1942,0.0017,3
2026-05-04,AGT-0015,o3-mini,7152,3851,0.0248,7
2026-05-05,AGT-0015,gpt-4o-mini,10875,5856,0.0051,11
2026-05-06,AGT-0015,gpt-4o-mini,9798,5275,0.0046,10
2026-05-07,AGT-0015,gpt-4o-mini,10971,5907,0.0052,11
2026-05-08,AGT-0015,gpt-4o,7152,3851,0.0564,7
2026-05-09,AGT-0015,gpt-4o,3663,1972,0.0289,3
2026-05-10,AGT-0015,gpt-4o,4190,2256,0.033,4
2026-05-11,AGT-0015,gpt-4o-mini,9854,5306,0.0047,10
2026-05-12,AGT-0015,gpt-4o,6168,3321,0.0486,6
2026-05-13,AGT-0015,o3-mini,8568,4614,0.0297,8
2026-05-14,AGT-0015,o3-mini,5700,3069,0.0198,5
2026-05-15,AGT-0015,o3-mini,9572,5154,0.0332,9
2026-05-16,AGT-0015,o3-mini,2681,1444,0.0093,2
2026-05-17,AGT-0015,o3-mini,3685,1984,0.0128,3
2026-05-18,AGT-0015,gpt-4o-mini,6364,3426,0.003,6
2026-05-19,AGT-0015,gpt-4o-mini,6460,3478,0.0031,6
2026-05-20,AGT-0015,o3-mini,6349,3418,0.022,6
2026-05-21,AGT-0015,gpt-4o-mini,10368,5582,0.0049,10
2026-05-22,AGT-0015,gpt-4o,6027,3245,0.0475,6
2026-05-23,AGT-0015,gpt-4o-mini,3939,2121,0.0019,4
2026-05-24,AGT-0015,gpt-4o-mini,2978,1603,0.0014,3
2026-05-25,AGT-0015,gpt-4o,5615,3023,0.0443,5
2026-05-26,AGT-0015,gpt-4o,8049,4334,0.0635,8
2026-05-27,AGT-0015,gpt-4o-mini,6249,3364,0.003,6
2026-05-28,AGT-0015,gpt-4o,11270,6068,0.0889,11
2026-05-29,AGT-0015,gpt-4o,9302,5008,0.0733,9
2026-05-30,AGT-0015,gpt-4o,2822,1519,0.0222,2
2025-12-02,AGT-0016,claude-haiku-4-5,6520,3511,0.0193,6
2025-12-03,AGT-0016,claude-sonnet-4-6,5648,3041,0.0626,5
2025-12-04,AGT-0016,claude-opus-4-7,3717,2001,0.2058,3
2025-12-05,AGT-0016,claude-haiku-4-5,4140,2229,0.0122,4
2025-12-06,AGT-0016,claude-sonnet-4-6,2862,1541,0.0317,2
2025-12-07,AGT-0016,claude-sonnet-4-6,2453,1320,0.0272,2
2025-12-08,AGT-0016,claude-sonnet-4-6,6143,3307,0.068,6
2025-12-09,AGT-0016,claude-opus-4-7,5629,3031,0.3118,5
2025-12-10,AGT-0016,claude-sonnet-4-6,4717,2540,0.0523,4
2025-12-11,AGT-0016,claude-haiku-4-5,6558,3531,0.0194,6
2025-12-12,AGT-0016,claude-sonnet-4-6,7008,3773,0.0776,7
2025-12-13,AGT-0016,claude-sonnet-4-6,1661,894,0.0184,1
2025-12-14,AGT-0016,claude-haiku-4-5,1693,911,0.005,1
2025-12-15,AGT-0016,claude-sonnet-4-6,5614,3023,0.0622,5
2025-12-16,AGT-0016,claude-sonnet-4-6,7103,3825,0.0787,7
2025-12-17,AGT-0016,claude-opus-4-7,5376,2894,0.2977,5
2025-12-18,AGT-0016,claude-sonnet-4-6,6667,3590,0.0739,6
2025-12-19,AGT-0016,claude-opus-4-7,3961,2133,0.2194,4
2025-12-20,AGT-0016,claude-opus-4-7,2512,1352,0.1391,2
2025-12-21,AGT-0016,claude-opus-4-7,2604,1402,0.1442,2
2025-12-22,AGT-0016,claude-sonnet-4-6,4500,2423,0.0498,4
2025-12-23,AGT-0016,claude-haiku-4-5,4134,2226,0.0122,4
2025-12-24,AGT-0016,claude-haiku-4-5,5998,3230,0.0177,6
